time,V(vin_12v),V(vsense_adc),V(vsense_raw)
1.213499999999991e-02,9.000000000000000e+00,1.950289199527856e+00,1.948631354342133e+00
1.214499999999991e-02,9.000000000000000e+00,1.949938144253104e+00,1.948296069856166e+00
1.215499999999991e-02,9.000000000000000e+00,1.949590428505250e+00,1.947963974872364e+00
1.216499999999991e-02,9.000000000000000e+00,1.949246020515963e+00,1.947635039049557e+00
1.217499999999991e-02,9.000000000000000e+00,1.948904888819119e+00,1.947309232335203e+00
1.218499999999991e-02,9.000000000000000e+00,1.948567002247927e+00,1.946986524962647e+00
1.219499999999991e-02,9.000000000000000e+00,1.948232329932079e+00,1.946666887448395e+00
1.220499999999991e-02,9.000000000000000e+00,1.947900841294930e+00,1.946350290589427e+00
1.221499999999991e-02,9.000000000000000e+00,1.947572506050708e+00,1.946036705460527e+00
1.222499999999991e-02,9.000000000000000e+00,1.947247294201741e+00,1.945726103411638e+00
1.223499999999991e-02,9.000000000000000e+00,1.946925176035721e+00,1.945418456065244e+00
1.224499999999991e-02,9.000000000000000e+00,1.946606122122988e+00,1.945113735313784e+00
1.225499999999991e-02,9.000000000000000e+00,1.946290103313841e+00,1.944811913317074e+00
1.226499999999991e-02,9.000000000000000e+00,1.945977090735876e+00,1.944512962499775e+00
1.227499999999991e-02,9.000000000000000e+00,1.945667055791345e+00,1.944216855548862e+00
1.228499999999991e-02,9.000000000000000e+00,1.945359970154547e+00,1.943923565411134e+00
1.229499999999991e-02,9.000000000000000e+00,1.945055805769237e+00,1.943633065290746e+00
1.230499999999991e-02,9.000000000000000e+00,1.944754534846066e+00,1.943345328646755e+00
1.231499999999991e-02,9.000000000000000e+00,1.944456129860038e+00,1.943060329190698e+00
1.232499999999991e-02,9.000000000000000e+00,1.944160563548000e+00,1.942778040884188e+00
1.233499999999991e-02,9.000000000000000e+00,1.943867808906146e+00,1.942498437936538e+00
1.234499999999990e-02,9.000000000000000e+00,1.943577839187554e+00,1.942221494802403e+00
1.235499999999990e-02,9.000000000000000e+00,1.943290627899740e+00,1.941947186179448e+00
1.236499999999990e-02,9.000000000000000e+00,1.943006148802239e+00,1.941675487006030e+00
1.237499999999990e-02,9.000000000000000e+00,1.942724375904207e+00,1.941406372458917e+00
1.238499999999990e-02,9.000000000000000e+00,1.942445283462045e+00,1.941139817951015e+00
1.239499999999990e-02,9.000000000000000e+00,1.942168845977049e+00,1.940875799129123e+00
1.240499999999990e-02,9.000000000000000e+00,1.941895038193080e+00,1.940614291871707e+00
1.241499999999990e-02,9.000000000000000e+00,1.941623835094257e+00,1.940355272286697e+00
1.242499999999990e-02,9.000000000000000e+00,1.941355211902668e+00,1.940098716709304e+00
1.243499999999990e-02,9.000000000000000e+00,1.941089144076112e+00,1.939844601699860e+00
1.244499999999990e-02,9.000000000000000e+00,1.940825607305853e+00,1.939592904041670e+00
1.245499999999990e-02,9.000000000000000e+00,1.940564577514397e+00,1.939343600738900e+00
1.246499999999990e-02,9.000000000000000e+00,1.940306030853298e+00,1.939096669014469e+00
1.247499999999990e-02,9.000000000000000e+00,1.940049943700974e+00,1.938852086307970e+00
1.248499999999990e-02,9.000000000000000e+00,1.939796292660554e+00,1.938609830273610e+00
1.249499999999990e-02,9.000000000000000e+00,1.939545054557734e+00,1.938369878778168e+00
1.250499999999990e-02,9.000000000000000e+00,1.939296206438663e+00,1.938132209898970e+00
1.251499999999990e-02,9.000000000000000e+00,1.939049725567848e+00,1.937896801921892e+00
1.252499999999990e-02,9.000000000000000e+00,1.938805589426075e+00,1.937663633339371e+00
1.253499999999990e-02,9.000000000000000e+00,1.938563775708350e+00,1.937432682848442e+00
1.254499999999990e-02,9.000000000000000e+00,1.938324262321862e+00,1.937203929348789e+00
1.255499999999990e-02,9.000000000000000e+00,1.938087027383967e+00,1.936977351940824e+00
1.256499999999990e-02,9.000000000000000e+00,1.937852049220183e+00,1.936752929923768e+00
1.257499999999990e-02,9.000000000000000e+00,1.937619306362218e+00,1.936530642793770e+00
1.258499999999989e-02,9.000000000000000e+00,1.937388777546002e+00,1.936310470242025e+00
1.259499999999989e-02,9.000000000000000e+00,1.937160441709746e+00,1.936092392152923e+00
1.260499999999989e-02,9.000000000000000e+00,1.936934277992018e+00,1.935876388602211e+00
1.261499999999989e-02,9.000000000000000e+00,1.936710265729839e+00,1.935662439855170e+00
1.262499999999989e-02,9.000000000000000e+00,1.936488384456792e+00,1.935450526364817e+00
1.263499999999989e-02,9.000000000000000e+00,1.936268613901151e+00,1.935240628770112e+00
1.264499999999989e-02,9.000000000000000e+00,1.936050933984035e+00,1.935032727894197e+00
1.265499999999989e-02,9.000000000000000e+00,1.935835324817569e+00,1.934826804742638e+00
1.266499999999989e-02,9.000000000000000e+00,1.935621766703068e+00,1.934622840501692e+00
1.267499999999989e-02,9.000000000000000e+00,1.935410240129236e+00,1.934420816536589e+00
1.268499999999989e-02,9.000000000000000e+00,1.935200725770383e+00,1.934220714389824e+00
1.269499999999989e-02,9.000000000000000e+00,1.934993204484666e+00,1.934022515779482e+00
1.270499999999989e-02,9.000000000000000e+00,1.934787657312329e+00,1.933826202597555e+00
1.271499999999989e-02,9.000000000000000e+00,1.934584065473982e+00,1.933631756908295e+00
1.272499999999989e-02,9.000000000000000e+00,1.934382410368876e+00,1.933439160946574e+00
1.273499999999989e-02,9.000000000000000e+00,1.934182673573211e+00,1.933248397116261e+00
1.274499999999989e-02,9.000000000000000e+00,1.933984836838446e+00,1.933059447988611e+00
1.275499999999989e-02,9.000000000000000e+00,1.933788882089637e+00,1.932872296300679e+00
1.276499999999989e-02,9.000000000000000e+00,1.933594791423785e+00,1.932686924953739e+00
1.277499999999989e-02,9.000000000000000e+00,1.933402547108197e+00,1.932503317011719e+00
1.278499999999989e-02,9.000000000000000e+00,1.933212131578868e+00,1.932321455699662e+00
1.279499999999989e-02,9.000000000000000e+00,1.933023527438879e+00,1.932141324402183e+00
1.280499999999989e-02,9.000000000000000e+00,1.932836717456800e+00,1.931962906661959e+00
1.281499999999989e-02,9.000000000000000e+00,1.932651684565124e+00,1.931786186178222e+00
1.282499999999989e-02,9.000000000000000e+00,1.932468411858705e+00,1.931611146805272e+00
1.283499999999988e-02,9.000000000000000e+00,1.932286882593211e+00,1.931437772550997e+00
1.284499999999988e-02,9.000000000000000e+00,1.932107080183594e+00,1.931266047575417e+00
1.285499999999988e-02,9.000000000000000e+00,1.931928988202580e+00,1.931095956189235e+00
1.286499999999988e-02,9.000000000000000e+00,1.931752590379164e+00,1.930927482852403e+00
1.287499999999988e-02,9.000000000000000e+00,1.931577870597123e+00,1.930760612172703e+00
1.288499999999988e-02,9.000000000000000e+00,1.931404812893545e+00,1.930595328904341e+00
1.289499999999988e-02,9.000000000000000e+00,1.931233401457371e+00,1.930431617946551e+00
1.290499999999988e-02,9.000000000000000e+00,1.931063620627950e+00,1.930269464342223e+00
1.291499999999988e-02,9.000000000000000e+00,1.930895454893608e+00,1.930108853276527e+00
1.292499999999988e-02,9.000000000000000e+00,1.930728888890230e+00,1.929949770075564e+00
1.293499999999988e-02,9.000000000000000e+00,1.930563907399857e+00,1.929792200205028e+00
1.294499999999988e-02,9.000000000000000e+00,1.930400495349298e+00,1.929636129268873e+00
1.295499999999988e-02,9.000000000000000e+00,1.930238637808746e+00,1.929481543007999e+00
1.296499999999988e-02,9.000000000000000e+00,1.930078319990425e+00,1.929328427298955e+00
1.297499999999988e-02,9.000000000000000e+00,1.929919527247226e+00,1.929176768152639e+00
1.298499999999988e-02,9.000000000000000e+00,1.929762245071380e+00,1.929026551713027e+00
1.299499999999988e-02,9.000000000000000e+00,1.929606459093127e+00,1.928877764255904e+00
1.300499999999988e-02,9.000000000000000e+00,1.929452155079401e+00,1.928730392187613e+00
1.301499999999988e-02,9.000000000000000e+00,1.929299318932536e+00,1.928584422043809e+00
1.302499999999988e-02,9.000000000000000e+00,1.929147936688975e+00,1.928439840488232e+00
1.303499999999988e-02,9.000000000000000e+00,1.928997994517990e+00,1.928296634311487e+00
1.304499999999988e-02,9.000000000000000e+00,1.928849478720426e+00,1.928154790429837e+00
1.305499999999988e-02,9.000000000000000e+00,1.928702375727444e+00,1.928014295884011e+00
1.306499999999988e-02,9.000000000000000e+00,1.928556672099283e+00,1.927875137838014e+00
1.307499999999987e-02,9.000000000000000e+00,1.928412354524033e+00,1.927737303577959e+00
1.308499999999987e-02,9.000000000000000e+00,1.928269409816417e+00,1.927600780510903e+00
1.309499999999987e-02,9.000000000000000e+00,1.928127824916587e+00,1.927465556163701e+00
1.310499999999987e-02,9.000000000000000e+00,1.927987586888931e+00,1.927331618181858e+00
1.311499999999987e-02,9.000000000000000e+00,1.927848682920892e+00,1.927198954328408e+00
1.312499999999987e-02,9.000000000000000e+00,1.927711100321797e+00,1.927067552482791e+00
1.313499999999987e-02,9.000000000000000e+00,1.927574826521695e+00,1.926937400639751e+00
1.314499999999987e-02,9.000000000000000e+00,1.927439849070212e+00,1.926808486908232e+00
1.315499999999987e-02,9.000000000000000e+00,1.927306155635414e+00,1.926680799510300e+00
1.316499999999987e-02,9.000000000000000e+00,1.927173734002676e+00,1.926554326780059e+00
1.317499999999987e-02,9.000000000000000e+00,1.927042572073570e+00,1.926429057162589e+00
1.318499999999987e-02,9.000000000000000e+00,1.926912657864756e+00,1.926304979212890e+00
1.319499999999987e-02,9.000000000000000e+00,1.926783979506891e+00,1.926182081594837e+00
1.320499999999987e-02,9.000000000000000e+00,1.926656525243544e+00,1.926060353080144e+00
1.321499999999987e-02,9.000000000000000e+00,1.926530283430120e+00,1.925939782547337e+00
1.322499999999987e-02,9.000000000000000e+00,1.926405242532796e+00,1.925820358980739e+00
1.323499999999987e-02,9.000000000000000e+00,1.926281391127469e+00,1.925702071469461e+00
1.324499999999987e-02,9.000000000000000e+00,1.926158717898711e+00,1.925584909206410e+00
1.325499999999987e-02,9.000000000000000e+00,1.926037211638738e+00,1.925468861487299e+00
1.326499999999987e-02,9.000000000000000e+00,1.925916861246381e+00,1.925353917709667e+00
1.327499999999987e-02,9.000000000000000e+00,1.925797655726075e+00,1.925240067371914e+00
1.328499999999987e-02,9.000000000000000e+00,1.925679584186854e+00,1.925127300072340e+00
1.329499999999987e-02,9.000000000000000e+00,1.925562635841355e+00,1.925015605508192e+00
1.330499999999987e-02,9.000000000000000e+00,1.925446800004836e+00,1.924904973474729e+00
1.331499999999987e-02,9.000000000000000e+00,1.925332066094195e+00,1.924795393864283e+00
1.332499999999986e-02,9.000000000000000e+00,1.925218423627006e+00,1.924686856665339e+00
1.333499999999986e-02,9.000000000000000e+00,1.925105862220558e+00,1.924579351961622e+00
1.334499999999986e-02,9.000000000000000e+00,1.924994371590912e+00,1.924472869931185e+00
1.335499999999986e-02,9.000000000000000e+00,1.924883941551958e+00,1.924367400845520e+00
1.336499999999986e-02,9.000000000000000e+00,1.924774562014482e+00,1.924262935068660e+00
1.337499999999986e-02,9.000000000000000e+00,1.924666222985251e+00,1.924159463056306e+00
1.338499999999986e-02,9.000000000000000e+00,1.924558914566093e+00,1.924056975354952e+00
1.339499999999986e-02,9.000000000000000e+00,1.924452626952995e+00,1.923955462601021e+00
1.340499999999986e-02,9.000000000000000e+00,1.924347350435210e+00,1.923854915520009e+00
1.341499999999986e-02,9.000000000000000e+00,1.924243075394366e+00,1.923755324925641e+00
1.342499999999986e-02,9.000000000000000e+00,1.924139792303590e+00,1.923656681719028e+00
1.343499999999986e-02,9.000000000000000e+00,1.924037491726636e+00,1.923558976887838e+00
1.344499999999986e-02,9.000000000000000e+00,1.923936164317024e+00,1.923462201505470e+00
1.345499999999986e-02,9.000000000000000e+00,1.923835800817183e+00,1.923366346730242e+00
1.346499999999986e-02,9.000000000000000e+00,1.923736392057611e+00,1.923271403804581e+00
1.347499999999986e-02,9.000000000000000e+00,1.923637928956032e+00,1.923177364054222e+00
1.348499999999986e-02,9.000000000000000e+00,1.923540402516567e+00,1.923084218887418e+00
1.349499999999986e-02,9.000000000000000e+00,1.923443803828917e+00,1.922991959794154e+00
1.350499999999986e-02,9.000000000000000e+00,1.923348124067540e+00,1.922900578345369e+00
1.351499999999986e-02,9.000000000000000e+00,1.923253354490854e+00,1.922810066192185e+00
1.352499999999986e-02,9.000000000000000e+00,1.923159486440433e+00,1.922720415065146e+00
1.353499999999986e-02,9.000000000000000e+00,1.923066511340215e+00,1.922631616773463e+00
1.354499999999986e-02,9.000000000000000e+00,1.922974420695724e+00,1.922543663204264e+00
1.355499999999986e-02,9.000000000000000e+00,1.922883206093288e+00,1.922456546321853e+00
1.356499999999985e-02,9.000000000000000e+00,1.922792859199273e+00,1.922370258166974e+00
1.357499999999985e-02,9.000000000000000e+00,1.922703371759322e+00,1.922284790856091e+00
1.358499999999985e-02,9.000000000000000e+00,1.922614735597601e+00,1.922200136580659e+00
1.359499999999985e-02,9.000000000000000e+00,1.922526942616050e+00,1.922116287606415e+00
1.360499999999985e-02,9.000000000000000e+00,1.922439984793644e+00,1.922033236272670e+00
1.361499999999985e-02,9.000000000000000e+00,1.922353854185661e+00,1.921950974991611e+00
1.362499999999985e-02,9.000000000000000e+00,1.922268542922958e+00,1.921869496247608e+00
1.363499999999985e-02,9.000000000000000e+00,1.922184043211247e+00,1.921788792596522e+00
1.364499999999985e-02,9.000000000000000e+00,1.922100347330386e+00,1.921708856665031e+00
1.365499999999985e-02,9.000000000000000e+00,1.922017447633676e+00,1.921629681149955e+00
1.366499999999985e-02,9.000000000000000e+00,1.921935336547155e+00,1.921551258817587e+00
1.367499999999985e-02,9.000000000000000e+00,1.921854006568915e+00,1.921473582503031e+00
1.368499999999985e-02,9.000000000000000e+00,1.921773450268410e+00,1.921396645109553e+00
1.369499999999985e-02,9.000000000000000e+00,1.921693660285780e+00,1.921320439607926e+00
1.370499999999985e-02,9.000000000000000e+00,1.921614629331180e+00,1.921244959035792e+00
1.371499999999985e-02,9.000000000000000e+00,1.921536350184108e+00,1.921170196497025e+00
1.372499999999985e-02,9.000000000000000e+00,1.921458815692752e+00,1.921096145161100e+00
1.373499999999985e-02,9.000000000000000e+00,1.921382018773335e+00,1.921022798262471e+00
1.374499999999985e-02,9.000000000000000e+00,1.921305952409464e+00,1.920950149099948e+00
1.375499999999985e-02,9.000000000000000e+00,1.921230609651494e+00,1.920878191036092e+00
1.376499999999985e-02,9.000000000000000e+00,1.921155983615888e+00,1.920806917496603e+00
1.377499999999985e-02,9.000000000000000e+00,1.921082067484594e+00,1.920736321969722e+00
1.378499999999985e-02,9.000000000000000e+00,1.921008854504417e+00,1.920666398005633e+00
1.379499999999985e-02,9.000000000000000e+00,1.920936337986405e+00,1.920597139215880e+00
1.380499999999985e-02,9.000000000000000e+00,1.920864511305235e+00,1.920528539272775e+00
1.381499999999984e-02,9.000000000000000e+00,1.920793367898613e+00,1.920460591908827e+00
1.382499999999984e-02,9.000000000000000e+00,1.920722901266667e+00,1.920393290916166e+00
1.383499999999984e-02,9.000000000000000e+00,1.920653104971359e+00,1.920326630145974e+00
1.384499999999984e-02,9.000000000000000e+00,1.920583972635896e+00,1.920260603507930e+00
1.385499999999984e-02,9.000000000000000e+00,1.920515497944144e+00,1.920195204969645e+00
1.386499999999984e-02,9.000000000000000e+00,1.920447674640054e+00,1.920130428556118e+00
1.387499999999984e-02,9.000000000000000e+00,1.920380496527091e+00,1.920066268349185e+00
1.388499999999984e-02,9.000000000000000e+00,1.920313957467666e+00,1.920002718486982e+00
1.389499999999984e-02,9.000000000000000e+00,1.920248051382575e+00,1.919939773163407e+00
1.390499999999984e-02,9.000000000000000e+00,1.920182772250445e+00,1.919877426627591e+00
1.391499999999984e-02,9.000000000000000e+00,1.920118114107182e+00,1.919815673183371e+00
1.392499999999984e-02,9.000000000000000e+00,1.920054071045429e+00,1.919754507188772e+00
1.393499999999984e-02,9.000000000000000e+00,1.919990637214025e+00,1.919693923055488e+00
1.394499999999984e-02,9.000000000000000e+00,1.919927806817467e+00,1.919633915248377e+00
1.395499999999984e-02,9.000000000000000e+00,1.919865574115389e+00,1.919574478284949e+00
1.396499999999984e-02,9.000000000000000e+00,1.919803933422027e+00,1.919515606734868e+00
1.397499999999984e-02,9.000000000000000e+00,1.919742879105706e+00,1.919457295219457e+00
1.398499999999984e-02,9.000000000000000e+00,1.919682405588325e+00,1.919399538411205e+00
1.399499999999984e-02,9.000000000000000e+00,1.919622507344847e+00,1.919342331033282e+00
1.400000000000000e-02,9.000000000000000e+00,1.919592772408017e+00,1.919313931907197e+00
1.400100000000000e-02,9.002999999999998e+00,1.919587454337580e+00,1.919337505027048e+00
1.400300000000000e-02,9.008999999999999e+00,1.919578046435074e+00,1.919385824327803e+00
1.400700000000000e-02,9.021000000000001e+00,1.919566585999318e+00,1.919489487866345e+00
1.401500000000000e-02,9.044999999999998e+00,1.919572946530927e+00,1.919724780910330e+00
1.402500000000000e-02,9.074999999999998e+00,1.919635434230964e+00,1.920070984231907e+00
1.403500000000000e-02,9.104999999999995e+00,1.919757999835939e+00,1.920474566521766e+00
1.404500000000000e-02,9.134999999999994e+00,1.919940071835341e+00,1.920934981943906e+00
1.405500000000000e-02,9.164999999999994e+00,1.920181084155339e+00,1.921451689854763e+00
1.406500000000000e-02,9.194999999999991e+00,1.920480476107060e+00,1.922024154753825e+00
1.407500000000000e-02,9.224999999999991e+00,1.920837692335368e+00,1.922651846234698e+00
1.408500000000000e-02,9.254999999999990e+00,1.921252182768119e+00,1.923334238936654e+00
1.409500000000000e-02,9.284999999999988e+00,1.921723402565911e+00,1.924070812496625e+00
1.410500000000000e-02,9.314999999999987e+00,1.922250812072302e+00,1.924861051501668e+00
1.411500000000000e-02,9.344999999999986e+00,1.922833876764506e+00,1.925704445441870e+00
1.412500000000000e-02,9.374999999999984e+00,1.923472067204560e+00,1.926600488663711e+00
1.413499999999999e-02,9.404999999999983e+00,1.924164858990949e+00,1.927548680323864e+00
1.414499999999999e-02,9.434999999999983e+00,1.924911732710698e+00,1.928548524343433e+00
1.415499999999999e-02,9.464999999999980e+00,1.925712173891917e+00,1.929599529362637e+00
1.416499999999999e-02,9.494999999999980e+00,1.926565672956793e+00,1.930701208695911e+00
1.417499999999999e-02,9.524999999999979e+00,1.927471725175040e+00,1.931853080287445e+00
1.418499999999999e-02,9.554999999999977e+00,1.928429830617780e+00,1.933054666667140e+00
1.419499999999999e-02,9.584999999999976e+00,1.929439494111873e+00,1.934305494906988e+00
1.420499999999999e-02,9.614999999999975e+00,1.930500225194670e+00,1.935605096577859e+00
1.421499999999999e-02,9.644999999999973e+00,1.931611538069210e+00,1.936953007706709e+00
1.422499999999999e-02,9.674999999999972e+00,1.932772951559832e+00,1.938348768734186e+00
1.423499999999999e-02,9.704999999999972e+00,1.933983989068213e+00,1.939791924472647e+00
1.424499999999999e-02,9.734999999999969e+00,1.935244178529826e+00,1.941282024064567e+00
1.425499999999999e-02,9.764999999999969e+00,1.936553052370813e+00,1.942818620941349e+00
1.426499999999999e-02,9.794999999999968e+00,1.937910147465259e+00,1.944401272782525e+00
1.427499999999999e-02,9.824999999999967e+00,1.939315005092889e+00,1.946029541475344e+00
1.428499999999999e-02,9.854999999999965e+00,1.940767170897149e+00,1.947702993074744e+00
1.429499999999999e-02,9.884999999999964e+00,1.942266194843701e+00,1.949421197763704e+00
1.430499999999999e-02,9.914999999999964e+00,1.943811631179305e+00,1.951183729813980e+00
1.431499999999999e-02,9.944999999999961e+00,1.945403038391090e+00,1.952990167547202e+00
1.432499999999999e-02,9.974999999999961e+00,1.947039979166222e+00,1.954840093296356e+00
1.433499999999999e-02,1.000499999999996e+01,1.948722020351945e+00,1.956733093367616e+00
1.434499999999999e-02,1.003499999999996e+01,1.950448732916010e+00,1.958668758002556e+00
1.435499999999999e-02,1.006499999999996e+01,1.952219691907476e+00,1.960646681340708e+00
1.436499999999999e-02,1.009499999999996e+01,1.954034476417883e+00,1.962666461382484e+00
1.437499999999999e-02,1.012499999999995e+01,1.955892669542801e+00,1.964727699952445e+00
1.438499999999998e-02,1.015499999999995e+01,1.957793858343740e+00,1.966830002662928e+00
1.439499999999998e-02,1.018499999999995e+01,1.959737633810418e+00,1.968972978878007e+00
1.440499999999998e-02,1.021499999999995e+01,1.961723590823395e+00,1.971156241677809e+00
1.441499999999998e-02,1.024499999999995e+01,1.963751328117066e+00,1.973379407823161e+00
1.442499999999998e-02,1.027499999999995e+01,1.965820448242988e+00,1.975642097720575e+00
1.443499999999998e-02,1.030499999999995e+01,1.967930557533581e+00,1.977943935387572e+00
1.444499999999998e-02,1.033499999999995e+01,1.970081266066151e+00,1.980284548418325e+00
1.445499999999998e-02,1.036499999999995e+01,1.972272187627272e+00,1.982663567949640e+00
1.446499999999998e-02,1.039499999999994e+01,1.974502939677497e+00,1.985080628627252e+00
1.447499999999998e-02,1.042499999999994e+01,1.976773143316411e+00,1.987535368572447e+00
1.448499999999998e-02,1.045499999999994e+01,1.979082423248009e+00,1.990027429349000e+00
1.449499999999998e-02,1.048499999999994e+01,1.981430407746413e+00,1.992556455930426e+00
1.450499999999998e-02,1.051499999999994e+01,1.983816728621906e+00,1.995122096667543e+00
1.451499999999998e-02,1.054499999999994e+01,1.986241021187298e+00,1.997724003256350e+00
1.452499999999998e-02,1.057499999999994e+01,1.988702924224600e+00,2.000361830706197e+00
1.453499999999998e-02,1.060499999999993e+01,1.991202079952029e+00,2.003035237308269e+00
1.454499999999998e-02,1.063499999999993e+01,1.993738133991315e+00,2.005743884604368e+00
1.455499999999998e-02,1.066499999999993e+01,1.996310735335327e+00,2.008487437355989e+00
1.456499999999998e-02,1.069499999999993e+01,1.998919536316002e+00,2.011265563513691e+00
1.457499999999998e-02,1.072499999999993e+01,2.001564192572583e+00,2.014077934186761e+00
1.458499999999998e-02,1.075499999999993e+01,2.004244363020156e+00,2.016924223613165e+00
1.459499999999998e-02,1.078499999999993e+01,2.006959709818486e+00,2.019804109129788e+00
1.460499999999998e-02,1.081499999999993e+01,2.009709898341155e+00,2.022717271142949e+00
1.461499999999998e-02,1.084499999999992e+01,2.012494597144985e+00,2.025663393099207e+00
1.462499999999997e-02,1.087499999999992e+01,2.015313477939761e+00,2.028642161456438e+00
1.463499999999997e-02,1.090499999999992e+01,2.018166215558232e+00,2.031653265655190e+00
1.464499999999997e-02,1.093499999999992e+01,2.021052487926407e+00,2.034696398090306e+00
1.465499999999997e-02,1.096499999999992e+01,2.023971976034129e+00,2.037771254082825e+00
1.466499999999997e-02,1.099499999999992e+01,2.026924363905927e+00,2.040877531852140e+00
1.467499999999997e-02,1.102499999999992e+01,2.029909338572150e+00,2.044014932488434e+00
1.468499999999997e-02,1.105499999999992e+01,2.032926590040369e+00,2.047183159925360e+00
1.469499999999997e-02,1.108499999999992e+01,2.035975811267063e+00,2.050381920913006e+00
1.470499999999997e-02,1.111499999999991e+01,2.039056698129559e+00,2.053610924991088e+00
1.471499999999997e-02,1.114499999999991e+01,2.042168949398249e+00,2.056869884462423e+00
1.472499999999997e-02,1.117499999999991e+01,2.045312266709072e+00,2.060158514366640e+00
1.473499999999997e-02,1.120499999999991e+01,2.048486354536248e+00,2.063476532454144e+00
1.474499999999997e-02,1.123499999999991e+01,2.051690920165284e+00,2.066823659160334e+00
1.475499999999997e-02,1.126499999999991e+01,2.054925673666228e+00,2.070199617580054e+00
1.476499999999997e-02,1.129499999999991e+01,2.058190327867179e+00,2.073604133442300e+00
1.477499999999997e-02,1.132499999999991e+01,2.061484598328054e+00,2.077036935085158e+00
1.478499999999997e-02,1.135499999999990e+01,2.064808203314596e+00,2.080497753430989e+00
1.479499999999997e-02,1.138499999999990e+01,2.068160863772636e+00,2.083986321961837e+00
1.480499999999997e-02,1.141499999999990e+01,2.071542303302602e+00,2.087502376695091e+00
1.481499999999997e-02,1.144499999999990e+01,2.074952248134259e+00,2.091045656159354e+00
1.482499999999997e-02,1.147499999999990e+01,2.078390427101700e+00,2.094615901370565e+00
1.483499999999997e-02,1.150499999999990e+01,2.081856571618574e+00,2.098212855808330e+00
1.484499999999997e-02,1.153499999999990e+01,2.085350415653542e+00,2.101836265392487e+00
1.485499999999997e-02,1.156499999999989e+01,2.088871695705974e+00,2.105485878459896e+00
1.486499999999997e-02,1.159499999999989e+01,2.092420150781877e+00,2.109161445741445e+00
1.487499999999996e-02,1.162499999999989e+01,2.095995522370047e+00,2.112862720339272e+00
1.488499999999996e-02,1.165499999999989e+01,2.099597554418449e+00,2.116589457704212e+00
1.489499999999996e-02,1.168499999999989e+01,2.103225993310830e+00,2.120341415613455e+00
1.490499999999996e-02,1.171499999999989e+01,2.106880587843542e+00,2.124118354148412e+00
1.491499999999996e-02,1.174499999999989e+01,2.110561089202592e+00,2.127920035672796e+00
1.492499999999996e-02,1.177499999999989e+01,2.114267250940911e+00,2.131746224810914e+00
1.493499999999996e-02,1.180499999999989e+01,2.117998828955839e+00,2.135596688426162e+00
1.494499999999996e-02,1.183499999999988e+01,2.121755581466819e+00,2.139471195599720e+00
1.495499999999996e-02,1.186499999999988e+01,2.125537268993313e+00,2.143369517609459e+00
1.496499999999996e-02,1.189499999999988e+01,2.129343654332916e+00,2.147291427909045e+00
1.497499999999996e-02,1.192499999999988e+01,2.133174502539689e+00,2.151236702107236e+00
1.498499999999996e-02,1.195499999999988e+01,2.137029580902692e+00,2.155205117947387e+00
1.499499999999996e-02,1.198499999999988e+01,2.140908658924724e+00,2.159196455287142e+00
1.500499999999996e-02,1.201499999999988e+01,2.144811508301263e+00,2.163210496078318e+00
1.501499999999996e-02,1.204499999999988e+01,2.148737902899607e+00,2.167247024346988e+00
1.502499999999996e-02,1.207499999999987e+01,2.152687618738213e+00,2.171305826173743e+00
1.503499999999996e-02,1.210499999999987e+01,2.156660433966239e+00,2.175386689674156e+00
1.504499999999996e-02,1.213499999999987e+01,2.160656128843267e+00,2.179489404979419e+00
1.505499999999996e-02,1.216499999999987e+01,2.164674485719233e+00,2.183613764217165e+00
1.506499999999996e-02,1.219499999999987e+01,2.168715289014539e+00,2.187759561492483e+00
1.507499999999996e-02,1.222499999999987e+01,2.172778325200357e+00,2.191926592869105e+00
1.508499999999996e-02,1.225499999999987e+01,2.176863382779121e+00,2.196114656350768e+00
1.509499999999996e-02,1.228499999999987e+01,2.180970252265206e+00,2.200323551862771e+00
1.510499999999996e-02,1.231499999999986e+01,2.185098726165787e+00,2.204553081233682e+00
1.511499999999995e-02,1.234499999999986e+01,2.189248598961877e+00,2.208803048177242e+00
1.512499999999995e-02,1.237499999999986e+01,2.193419667089560e+00,2.213073258274429e+00
1.513499999999995e-02,1.240499999999986e+01,2.197611728921387e+00,2.217363518955692e+00
1.514499999999995e-02,1.243499999999986e+01,2.201824584747952e+00,2.221673639483362e+00
1.515499999999995e-02,1.246499999999986e+01,2.206058036759651e+00,2.226003430934225e+00
1.516499999999995e-02,1.249499999999986e+01,2.210311889028610e+00,2.230352706182258e+00
1.517499999999995e-02,1.252499999999986e+01,2.214585947490780e+00,2.234721279881535e+00
1.518499999999995e-02,1.255499999999985e+01,2.218880019928208e+00,2.239108968449295e+00
1.519499999999995e-02,1.258499999999985e+01,2.223193915951481e+00,2.243515590049166e+00
1.520499999999995e-02,1.261499999999985e+01,2.227527446982322e+00,2.247940964574554e+00
1.521499999999995e-02,1.264499999999985e+01,2.231880426236370e+00,2.252384913632187e+00
1.522499999999995e-02,1.267499999999985e+01,2.236252668706106e+00,2.256847260525816e+00
1.523499999999995e-02,1.270499999999985e+01,2.240643991143959e+00,2.261327830240073e+00
1.524499999999995e-02,1.273499999999985e+01,2.245054212045558e+00,2.265826449424479e+00
1.525499999999995e-02,1.276499999999985e+01,2.249483151633151e+00,2.270342946377609e+00
1.526499999999995e-02,1.279499999999985e+01,2.253930631839180e+00,2.274877151031405e+00
