time,V(sw),I(Rmotor),I(Dfly)
9.223231427710086e-03,2.732055284242210e+00,3.522371737888150e-01,4.979453543363377e-04
9.224081975115997e-03,4.731893197117011e+00,3.544605795481182e-01,-1.885631344222816e-04
9.224862016986839e-03,6.230157755280827e+00,3.551173702806658e-01,4.682286061985508e-04
9.225050000000000e-03,7.239802019809146e+00,3.550390581069029e-01,3.899154291175932e-04
9.225100000000000e-03,1.255034640276096e+01,3.548603215892921e-01,3.548603215641322e-01
9.225101154437450e-03,1.255237974661636e+01,3.548531289979939e-01,3.548531289728274e-01
9.225103463312349e-03,1.255244957724112e+01,3.548387440045014e-01,3.548387439792222e-01
9.225108081062146e-03,1.255237008570613e+01,3.548099756343124e-01,3.548099756089584e-01
9.225114168174264e-03,1.255243902443181e+01,3.547720564836475e-01,3.547720564585077e-01
9.225126342398499e-03,1.255235650101371e+01,3.546962293441050e-01,3.546962293189893e-01
9.225150690846970e-03,1.255241018055772e+01,3.545446197205795e-01,3.545446196952540e-01
9.225199387743910e-03,1.255229907365120e+01,3.542415790035675e-01,3.542415789783604e-01
9.225296781537790e-03,1.255229507494609e+01,3.536362110058053e-01,3.536362109806745e-01
9.225491569125553e-03,1.255206890132171e+01,3.524283232021985e-01,3.524283231767456e-01
9.225881144301076e-03,1.255183597256704e+01,3.500238958720808e-01,3.500238958468671e-01
9.226660294652123e-03,1.255115168209814e+01,3.452600824282753e-01,3.452600824029872e-01
9.227660294652123e-03,1.255044679478478e+01,3.392329964097228e-01,3.392329963844887e-01
9.228660294652122e-03,1.254959472068104e+01,3.333023566555277e-01,3.333023566303694e-01
9.229660294652121e-03,1.254890102552797e+01,3.274666266257411e-01,3.274666266005966e-01
9.230660294652120e-03,1.254805428803631e+01,3.217242970765967e-01,3.217242970514889e-01
9.231660294652120e-03,1.254737114756333e+01,3.160738801331148e-01,3.160738801079077e-01
9.232660294652119e-03,1.254652916771494e+01,3.105139144149895e-01,3.105139143897162e-01
9.233660294652118e-03,1.254585634421774e+01,3.050429589816163e-01,3.050429589564629e-01
9.234660294652117e-03,1.254501866551614e+01,2.996595987505790e-01,2.996595987254835e-01
9.235660294652117e-03,1.254435593077095e+01,2.943624382309765e-01,2.943624382056242e-01
9.236660294652116e-03,1.254352209902164e+01,2.891501071807397e-01,2.891501071555069e-01
9.237660294652115e-03,1.254286923633791e+01,2.840212541196852e-01,2.840212540943554e-01
9.238660294652114e-03,1.254203879828884e+01,2.789745522352021e-01,2.789745522099807e-01
9.239660294652114e-03,1.254139560235547e+01,2.740086926641547e-01,2.740086926388940e-01
9.240660294652113e-03,1.254056810498265e+01,2.691223906573753e-01,2.691223906321838e-01
9.241660294652112e-03,1.253993438174641e+01,2.643143786189724e-01,2.643143785937951e-01
9.242660294652112e-03,1.253910937152244e+01,2.595834125406808e-01,2.595834125155250e-01
9.243660294652111e-03,1.253848493808522e+01,2.549282647865229e-01,2.549282647612827e-01
9.244660294652110e-03,1.253766196022459e+01,2.503477308087152e-01,2.503477307834601e-01
9.245660294652109e-03,1.253704664476060e+01,2.458406216649814e-01,2.458406216397435e-01
9.246660294652109e-03,1.253622524243826e+01,2.414057710284130e-01,2.414057710031514e-01
9.247660294652108e-03,1.253561888413148e+01,2.370420274240314e-01,2.370420273987861e-01
9.248660294652107e-03,1.253479859767201e+01,2.327482615457430e-01,2.327482615204701e-01
9.249660294652106e-03,1.253420104667499e+01,2.285233581980016e-01,2.285233581727653e-01
9.250000000000000e-03,1.253384781161949e+01,2.271036384578504e-01,2.271036384325953e-01
9.250049999999999e-03,1.545557055992022e+00,2.271699435337535e-01,-4.356131439665845e-02
9.250050656022977e-03,1.341853455668963e+00,2.271745510697780e-01,-1.838983260612270e-02
9.250051968068933e-03,1.178969127207683e+00,2.271838726553161e-01,3.790350327657066e-03
9.250054592160844e-03,1.219599164658784e+00,2.272026752727982e-01,-1.975339055042546e-03
9.250057989494041e-03,1.197384240101984e+00,2.272269860802927e-01,1.207642847065316e-03
9.250062675160330e-03,1.211624466181034e+00,2.272605324760030e-01,-8.522049234160889e-04
9.250072046492910e-03,1.201117692142589e+00,2.273276002691172e-01,7.191573743448032e-04
9.250090789158069e-03,1.211910862036915e+00,2.274617029739733e-01,-6.522012377807584e-04
9.250128274488388e-03,1.204781463554981e+00,2.277297191475546e-01,6.296553338724920e-04
9.250203245149026e-03,1.217401754855283e+00,2.282650637818799e-01,-6.100292800281792e-04
9.250353186470300e-03,1.216333830774653e+00,2.293329637272001e-01,6.091142323194632e-04
9.250653069112848e-03,1.240214495018302e+00,2.314576832515883e-01,-5.998260176731662e-04
9.251252834397946e-03,1.261990866041523e+00,2.356630561190380e-01,6.040408465235458e-04
9.252252834397946e-03,1.322060243245379e+00,2.425451258344995e-01,-5.970179333480985e-04
9.253252834397945e-03,1.364415954179951e+00,2.492671435248760e-01,6.019689568281805e-04
9.254252834397944e-03,1.425715763485450e+00,2.558310394865448e-01,-5.947679029372210e-04
9.255252834397943e-03,1.468276187379880e+00,2.622392222371071e-01,5.997656484746372e-04
9.256252834397943e-03,1.531157398744348e+00,2.684933791040733e-01,-5.923456437573194e-04
9.257252834397942e-03,1.574168798851061e+00,2.745957314357587e-01,5.974194864366567e-04
9.258252834397941e-03,1.639036007837072e+00,2.805477038185696e-01,-5.897297302981386e-04
9.259252834397940e-03,1.682723760692204e+00,2.863513479342165e-01,5.949077775557754e-04
9.260252834397940e-03,1.750117088345689e+00,2.920077652666437e-01,-5.868802923059135e-04
9.261252834397939e-03,1.794791475438971e+00,2.975188035381829e-01,5.922013988746144e-04
9.262252834397938e-03,1.865462358356397e+00,3.028851446770622e-01,-5.837414264497909e-04
9.263252834397937e-03,1.911570003365691e+00,3.081083747146339e-01,5.892617112879250e-04
9.264252834397937e-03,1.986619675996486e+00,3.131885933258171e-01,-5.802301802182441e-04
9.265252834397936e-03,2.034846502202310e+00,3.181270195486786e-01,5.860360332032855e-04
9.266252834397935e-03,2.116006977088882e+00,3.229228729859206e-01,-5.762139856102522e-04
9.267252834397935e-03,2.167507553025402e+00,3.275767930170481e-01,5.824510274443639e-04
9.268252834397934e-03,2.257796613849182e+00,3.320865045589143e-01,-5.714566961412260e-04
9.269252834397933e-03,2.314811046895434e+00,3.364515618017722e-01,5.784076420489725e-04
9.270252834397932e-03,2.420423295063623e+00,3.406666601232322e-01,-5.654570284452376e-04
9.271252834397932e-03,2.488571622391804e+00,3.447286572943687e-01,5.738312242797861e-04
9.272252834397931e-03,2.633308335577592e+00,3.486205765629054e-01,-5.559116603404135e-04
9.273252834397930e-03,2.735229751646037e+00,3.523283653482908e-01,5.685958376222544e-04
9.274061549559440e-03,4.793252801446496e+00,3.544160212197758e-01,-2.331214629336387e-04
9.274741244593203e-03,5.832435236570966e+00,3.551029535634528e-01,4.538108787599526e-04
9.275050000000002e-03,7.414979624667773e+00,3.550087950218661e-01,3.596523438531563e-04
9.275100000000001e-03,1.255038171083698e+01,3.548257043104114e-01,3.548257042851333e-01
9.275100951590893e-03,1.255237222720121e+01,3.548197760462247e-01,3.548197760210314e-01
9.275102854772675e-03,1.255271332696338e+01,3.548079193774383e-01,3.548079193522824e-01
9.275106661136238e-03,1.255238747134559e+01,3.547842070950358e-01,3.547842070695850e-01
9.275112075557144e-03,1.255243829840006e+01,3.547504804232234e-01,3.547504803979962e-01
9.275122904398957e-03,1.255235684566062e+01,3.546830360106751e-01,3.546830359854170e-01
9.275144562082583e-03,1.255240829910933e+01,3.545481825628362e-01,3.545481825377905e-01
9.275187877449836e-03,1.255230597362594e+01,3.542786169183828e-01,3.542786168931755e-01
9.275274508184342e-03,1.255230581547513e+01,3.537400501762012e-01,3.537400501509325e-01
9.275447769653352e-03,1.255210122653600e+01,3.526651709533156e-01,3.526651709282191e-01
9.275794292591375e-03,1.255189731196197e+01,3.505243982195719e-01,3.505243981943096e-01
9.276487338467421e-03,1.255128496144029e+01,3.462785476032059e-01,3.462785475780805e-01
9.277487338467420e-03,1.255057450327915e+01,3.402351650104789e-01,3.402351649852875e-01
9.278487338467419e-03,1.254972677094054e+01,3.342884879835787e-01,3.342884879582542e-01
9.279487338467418e-03,1.254902724122177e+01,3.284369759972369e-01,3.284369759721528e-01
9.280487338467418e-03,1.254818510757790e+01,3.226791156247773e-01,3.226791155995556e-01
9.281487338467417e-03,1.254749597706117e+01,3.170134150818740e-01,3.170134150566639e-01
9.282487338467416e-03,1.254665881950695e+01,3.114384089554113e-01,3.114384089301936e-01
9.283487338467416e-03,1.254597984185638e+01,3.059526525257947e-01,3.059526525006007e-01
9.284487338467415e-03,1.254514721052804e+01,3.005547267985125e-01,3.005547267733277e-01
9.285487338467414e-03,1.254447814935829e+01,2.952432326298106e-01,2.952432326045695e-01
9.286487338467413e-03,1.254364959728210e+01,2.900167959820277e-01,2.900167959568023e-01
9.287487338467413e-03,1.254299022742376e+01,2.848740618445710e-01,2.848740618193446e-01
9.288487338467412e-03,1.254216530895937e+01,2.798136997217538e-01,2.798136996964828e-01
9.289487338467411e-03,1.254151541629121e+01,2.748343973389085e-01,2.748343973136613e-01
9.290487338467410e-03,1.254069368643594e+01,2.699348663724317e-01,2.699348663471568e-01
9.291487338467410e-03,1.254005306774267e+01,2.651138359303413e-01,2.651138359050975e-01
9.292487338467409e-03,1.253923408142144e+01,2.603700585348055e-01,2.603700585096291e-01
9.293487338467408e-03,1.253860254426914e+01,2.557023033658847e-01,2.557023033406480e-01
9.294487338467407e-03,1.253778585560234e+01,2.511093625074287e-01,2.511093624823246e-01
9.295487338467407e-03,1.253716321823212e+01,2.465900439421389e-01,2.465900439169388e-01
9.296487338467406e-03,1.253634837977890e+01,2.421431780723665e-01,2.421431780470584e-01
9.297487338467405e-03,1.253573447101961e+01,2.377676104539808e-01,2.377676104288540e-01
9.298487338467405e-03,1.253492103299334e+01,2.334622086042941e-01,2.334622085791693e-01
9.299487338467404e-03,1.253431569219340e+01,2.292258544615254e-01,2.292258544363435e-01
9.300000000000001e-03,1.253384751810047e+01,2.270804887627267e-01,2.270804887374922e-01
9.300050000000001e-03,1.545104042427670e+00,2.271468236807351e-01,-4.353242949256764e-02
9.300050635170793e-03,1.344223824137001e+00,2.271512834972862e-01,-1.873151059713862e-02
9.300051905512377e-03,1.180390325273071e+00,2.271603068630056e-01,3.563336541767548e-03
9.300054446195544e-03,1.218287363862258e+00,2.271785126577198e-01,-1.814846231265044e-03
9.300057805441676e-03,1.196831826581359e+00,2.272025553565198e-01,1.061507553488106e-03
9.300062337167209e-03,1.210507675264090e+00,2.272350052277082e-01,-7.126042149252498e-04
9.300071400618273e-03,1.201831670785343e+00,2.272998752913148e-01,5.989045871590548e-04
9.300089527520403e-03,1.210974530705631e+00,2.274295829422189e-01,-5.402484161409760e-04
9.300125781324662e-03,1.205324549160355e+00,2.276888221394278e-01,5.217857329720132e-04
9.300198288933180e-03,1.216295499527722e+00,2.282066568278981e-01,-5.041350848111747e-04
9.300343304150218e-03,1.216477583571456e+00,2.292397182060982e-01,5.042135428290351e-04
9.300633334584292e-03,1.238353393192682e+00,2.312954749528970e-01,-4.954145247682007e-04
9.301213395452439e-03,1.260642657387591e+00,2.353657497071447e-01,4.998803628897264e-04
9.302213395452438e-03,1.319129012794804e+00,2.422546616026673e-01,-4.930430987704071e-04
9.303213395452438e-03,1.363052212838317e+00,2.489834205619164e-01,4.981791810054759e-04
9.304213395452437e-03,1.422688599187848e+00,2.555539983709716e-01,-4.911747776770170e-04
9.305213395452436e-03,1.466931106302761e+00,2.619687476418784e-01,4.963717851369509e-04
9.306213395452435e-03,1.528036783821837e+00,2.682294131501297e-01,-4.891624969349806e-04
9.307213395452435e-03,1.572840682449314e+00,2.743381623863765e-01,4.944496353864736e-04
9.308213395452434e-03,1.635800119218324e+00,2.802964873123414e-01,-4.869871960133665e-04
9.309213395452433e-03,1.681410729382406e+00,2.861063756443927e-01,4.923951144419902e-04
9.310213395452432e-03,1.746737332031783e+00,2.917690094393995e-01,-4.846149069015482e-04
9.311213395452432e-03,1.793491274667166e+00,2.972861591249282e-01,4.901858270134341e-04
9.312213395452431e-03,1.861899143500098e+00,3.026586056707353e-01,-4.819977896275418e-04
9.313213395452430e-03,1.910279944373843e+00,3.078878391628638e-01,4.877925507651426e-04
9.314213395452429e-03,1.982815375951854e+00,3.129740855203624e-01,-4.790645218166745e-04
9.315213395452429e-03,2.033563464005305e+00,3.179184403175647e-01,4.851764922619850e-04
9.316213395452428e-03,2.111871816747185e+00,3.227202923414171e-01,-4.757004131850096e-04
9.317213395452427e-03,2.166228269767280e+00,3.273801138693617e-01,4.822863024234181e-04
9.318213395452427e-03,2.253176373183441e+00,3.318958738489504e-01,-4.716993981368489e-04
9.319213395452426e-03,2.313533169755028e+00,3.362668828125225e-01,4.790614204264187e-04
9.320213395452425e-03,2.415008737698575e+00,3.404882323906001e-01,-4.666183309698368e-04
9.321213395452424e-03,2.487290698905591e+00,3.445563830887868e-01,4.755050818516793e-04
9.322213395452424e-03,2.624518777208145e+00,3.484560323216205e-01,-4.585187377159627e-04
9.323213395452423e-03,2.730786190691239e+00,3.521729971218731e-01,4.717383044638979e-04
9.324090141154415e-03,4.711913052008713e+00,3.544745548345868e-01,-1.745878478764951e-04
9.324923354197450e-03,6.387843849411355e+00,3.551186444600168e-01,4.695028884960095e-04
9.325050000000001e-03,7.089551818519206e+00,3.550653860115445e-01,4.162433340582083e-04
9.325100000000001e-03,1.255031697160547e+01,3.548903837770175e-01,3.548903837517869e-01
9.325101461276828e-03,1.255239894454995e+01,3.548812787721035e-01,3.548812787468947e-01
9.325104383830480e-03,1.255244594676609e+01,3.548630691234856e-01,3.548630690981724e-01
9.325110228937786e-03,1.255237844222011e+01,3.548266524408641e-01,3.548266524157029e-01
9.325117805723555e-03,1.255243332505118e+01,3.547794520247904e-01,3.547794519994341e-01
9.325132959295093e-03,1.255236118023158e+01,3.546850684887080e-01,3.546850684637093e-01
9.325163266438168e-03,1.255239747561570e+01,3.544963705990120e-01,3.544963705738624e-01
9.325223880724317e-03,1.255228960614058e+01,3.541192513789524e-01,3.541192513538149e-01
9.325345109296616e-03,1.255225426286888e+01,3.533661178393106e-01,3.533661178140690e-01
9.325587566441215e-03,1.255200320493256e+01,3.518642596643337e-01,3.518642596390009e-01
9.326072480730413e-03,1.255168309723587e+01,3.488780933429277e-01,3.488780933174951e-01
9.327042309308808e-03,1.255086310008424e+01,3.429752841228089e-01,3.429752840976263e-01
9.328042309308808e-03,1.255014720519675e+01,3.369847587437725e-01,3.369847587184438e-01
9.329042309308807e-03,1.254930959686088e+01,3.310900975501108e-01,3.310900975248998e-01
9.330042309308806e-03,1.254860433223239e+01,3.252897735205678e-01,3.252897734952498e-01
9.331042309308805e-03,1.254777233790014e+01,3.195822863625526e-01,3.195822863372655e-01
9.332042309308805e-03,1.254707709578317e+01,3.139661574118417e-01,3.139661573866448e-01
9.333042309308804e-03,1.254625026761097e+01,3.084399338859575e-01,3.084399338607824e-01
9.334042309308803e-03,1.254556479295282e+01,3.030021837809655e-01,3.030021837558650e-01
9.335042309308803e-03,1.254474269478135e+01,2.976515003238456e-01,2.976515002985280e-01
9.336042309308802e-03,1.254406674171634e+01,2.923864966953555e-01,2.923864966700762e-01
9.337042309308801e-03,1.254324893979673e+01,2.872058106831211e-01,2.872058106578379e-01
9.338042309308800e-03,1.254258227306219e+01,2.821080992227149e-01,2.821080991974156e-01
9.339042309308800e-03,1.254176833536755e+01,2.770920432596358e-01,2.770920432344326e-01
9.340042309308799e-03,1.254111073010968e+01,2.721563420994557e-01,2.721563420743678e-01
9.341042309308798e-03,1.254030022567102e+01,2.672997184873522e-01,2.672997184622261e-01
9.342042309308797e-03,1.253965146727399e+01,2.625209127577085e-01,2.625209127324624e-01
9.343042309308797e-03,1.253884396549857e+01,2.578186881403756e-01,2.578186881152789e-01
9.344042309308796e-03,1.253820384942938e+01,2.531918246996007e-01,2.531918246744169e-01
9.345042309308795e-03,1.253739891939847e+01,2.486391248767447e-01,2.486391248515929e-01
9.346042309308794e-03,1.253676725106760e+01,2.441594072078714e-01,2.441594071826714e-01
9.347042309308794e-03,1.253596446081162e+01,2.397515121132280e-01,2.397515120880911e-01
9.348042309308793e-03,1.253534105545002e+01,2.354142953822442e-01,2.354142953571881e-01
9.349042309308792e-03,1.253453997119741e+01,2.311466342207115e-01,2.311466341954826e-01
9.350000000000001e-03,1.253395449623095e+01,2.271237212148417e-01,2.271237211897414e-01
9.350050000000000e-03,1.538398354492602e+00,2.271901864671455e-01,-4.271739373634009e-02
9.350050720446642e-03,1.331504670117277e+00,2.271952536789836e-01,-1.699951265899724e-02
9.350052161339923e-03,1.175663627191451e+00,2.272055000017493e-01,4.285679209727888e-03
9.350055043126488e-03,1.222625877089010e+00,2.272261484590536e-01,-2.375339590234837e-03
9.350058603514629e-03,1.195608456094659e+00,2.272516224697426e-01,1.484585107962566e-03
9.350063811893697e-03,1.213172289503557e+00,2.272889095399461e-01,-1.090520680215867e-03
9.350074228651833e-03,1.199609690179440e+00,2.273634535691773e-01,9.356011757022387e-04
9.350095062168108e-03,1.213545346781197e+00,2.275125004327267e-01,-8.579639891426183e-04
9.350136729200658e-03,1.203770928768125e+00,2.278103585253057e-01,8.301124111431690e-04
9.350220063265757e-03,1.219661155785659e+00,2.284052246555205e-01,-8.079082363110501e-04
9.350386731395953e-03,1.216630292375775e+00,2.295915102894689e-01,8.056746558127159e-04
9.350720067656347e-03,1.245042119651047e+00,2.319503968588958e-01,-7.957377854950209e-04
9.351386740177135e-03,1.267364892485328e+00,2.366138034513905e-01,7.996166669821392e-04
9.352386740177134e-03,1.330485438720603e+00,2.434739361522130e-01,-7.922350748534868e-04
9.353386740177133e-03,1.369872360947145e+00,2.501743241988540e-01,7.968359318333285e-04
9.354386740177132e-03,1.434353680158643e+00,2.567168283432334e-01,-7.892580544144323e-04
9.355386740177132e-03,1.473745293819665e+00,2.631039525570721e-01,7.938805925356007e-04
9.356386740177131e-03,1.540030372642511e+00,2.693372685682162e-01,-7.860558953076691e-04
9.357386740177130e-03,1.579667729210338e+00,2.754190960849417e-01,7.907283855868030e-04
9.358386740177129e-03,1.648203362504167e+00,2.813507234345827e-01,-7.826007714806238e-04
9.359386740177129e-03,1.688275096638674e+00,2.871343194865176e-01,7.873466266472562e-04
9.360386740177128e-03,1.759657291095285e+00,2.927708220462572e-01,-7.788410966202974e-04
9.361386740177127e-03,1.800425380340475e+00,2.982622207232370e-01,7.836929779747592e-04
9.362386740177127e-03,1.875484696751747e+00,3.036089948637845e-01,-7.747048338302420e-04
9.363386740177126e-03,1.917328425756020e+00,3.088129067535403e-01,7.797102174489368e-04
9.364386740177125e-03,1.997284501512667e+00,3.138737951702396e-01,-7.700855140013729e-04
9.365386740177124e-03,2.040791087373541e+00,3.187931057130688e-01,7.753181034786394e-04
9.366386740177124e-03,2.127566949395537e+00,3.235697028813282e-01,-7.648138851834574e-04
9.367386740177123e-03,2.173736304171194e+00,3.282045313730707e-01,7.703993865426639e-04
9.368386740177122e-03,2.270693386579954e+00,3.326947913276314e-01,-7.585906958773592e-04
9.369386740177121e-03,2.321501344545176e+00,3.370404768288483e-01,7.647776946928531e-04
9.370386740177121e-03,2.439025085458426e+00,3.412336810292916e-01,-7.503511368600613e-04
9.371386740177120e-03,2.498841660234000e+00,3.452723559828980e-01,7.577127766289493e-04
9.372386740177119e-03,2.657848366613187e+00,3.491383776739932e-01,-7.380039129945004e-04
9.373386740177118e-03,2.749920335254495e+00,3.528184872740922e-01,7.494695287668662e-04
9.374068452304919e-03,5.295605717016303e+00,3.543994703652364e-01,-2.496723183931238e-04
9.374507050916836e-03,5.208619464084709e+00,3.548702512305557e-01,2.211085470804619e-04
9.374829854399584e-03,6.490054666372679e+00,3.550223443674504e-01,3.732016814339545e-04
9.375050000000001e-03,7.327551765006283e+00,3.548927924103532e-01,2.436497324609377e-04
9.375100000000001e-03,1.255033856728845e+01,3.547119802829563e-01,3.547119802577825e-01
9.375101379975275e-03,1.255236162718655e+01,3.547033858357689e-01,3.547033858104953e-01
9.375104139925823e-03,1.255242401703898e+01,3.546861972388224e-01,3.546861972135673e-01
9.375109659826918e-03,1.255235591058479e+01,3.546518223380455e-01,3.546518223125616e-01
9.375116942071529e-03,1.255241204009791e+01,3.546064772215548e-01,3.546064771963486e-01
9.375131506560750e-03,1.255233919550894e+01,3.545158029598941e-01,3.545158029347562e-01
9.375160635539193e-03,1.255237757621301e+01,3.543345183173783e-01,3.543345182921698e-01
9.375218893496079e-03,1.255227042706508e+01,3.539722044030456e-01,3.539722043779747e-01
9.375335409409850e-03,1.255223994233486e+01,3.532485968727473e-01,3.532485968473509e-01
9.375568441237391e-03,1.255199518404971e+01,3.518054535102851e-01,3.518054534851345e-01
9.376034504892473e-03,1.255169100025508e+01,3.489353775889656e-01,3.489353775638548e-01
9.376966632202640e-03,1.255089927850937e+01,3.432594680616289e-01,3.432594680363721e-01
9.377966632202639e-03,1.255018429206302e+01,3.372643952049088e-01,3.372643951797372e-01
9.378966632202638e-03,1.254934536019992e+01,3.313652589261213e-01,3.313652589008953e-01
9.379966632202637e-03,1.254864105185702e+01,3.255605310311142e-01,3.255605310059551e-01
9.380966632202637e-03,1.254780771502144e+01,3.198487101061729e-01,3.198487100808833e-01
9.381966632202636e-03,1.254711347815718e+01,3.142283163500356e-01,3.142283163248649e-01
9.382966632202635e-03,1.254628527423663e+01,3.086978959020254e-01,3.086978958766906e-01
9.383966632202635e-03,1.254560085524162e+01,3.032560156556183e-01,3.032560156304243e-01
9.384966632202634e-03,1.254477734625048e+01,2.979012677951188e-01,2.979012677698734e-01
9.385966632202633e-03,1.254410250075245e+01,2.926322644320078e-01,2.926322644067980e-01
9.386966632202632e-03,1.254328325111393e+01,2.874476423456680e-01,2.874476423205508e-01
9.387966632202632e-03,1.254261774542741e+01,2.823460574345911e-01,2.823460574094128e-01
9.388966632202631e-03,1.254180232122186e+01,2.773261896694391e-01,2.773261896442847e-01
9.389966632202630e-03,1.254114593215774e+01,2.723867373498144e-01,2.723867373245881e-01
9.390966632202629e-03,1.254033390045416e+01,2.675264222784746e-01,2.675264222532192e-01
9.391966632202629e-03,1.253968641515311e+01,2.627439838138909e-01,2.627439837886669e-01
9.392966632202628e-03,1.253887734332311e+01,2.580381842749551e-01,2.580381842497559e-01
9.393966632202627e-03,1.253823855910491e+01,2.534078027790360e-01,2.534078027538555e-01
9.394966632202626e-03,1.253743201411613e+01,2.488516408870752e-01,2.488516408619645e-01
9.395966632202626e-03,1.253680173834521e+01,2.443685162162949e-01,2.443685161910381e-01
9.396966632202625e-03,1.253599728603136e+01,2.399572683361745e-01,2.399572683109241e-01
9.397966632202624e-03,1.253537533599929e+01,2.356167521443704e-01,2.356167521191566e-01
9.398966632202624e-03,1.253457254030404e+01,2.313458440247013e-01,2.313458439995486e-01
9.399966632202623e-03,1.253395874312883e+01,2.271434349742022e-01,2.271434349491130e-01
9.400000000000000e-03,1.253383983198570e+01,2.270043810579037e-01,2.270043810327138e-01
9.400050000000000e-03,1.544061571924303e+00,2.270708030859840e-01,-4.348871621357997e-02
9.400065379460726e-03,9.484621737618020e-01,2.271802977842221e-01,3.893864989069851e-02
9.400081975059454e-03,1.475539889595398e+00,2.272989879391767e-01,-3.521227184840381e-02
9.400098220322410e-03,9.946772980567747e-01,2.274147676600711e-01,3.173587283024970e-02
9.400115361211497e-03,1.425023167848874e+00,2.275373298214645e-01,-2.879069398082024e-02
9.400133671203901e-03,1.031527519105070e+00,2.276678778109534e-01,2.626752716595071e-02
9.400153285248349e-03,1.390029136155170e+00,2.278080234602053e-01,-2.412323350879042e-02
9.400175150308249e-03,1.058995472751113e+00,2.279639016463770e-01,2.234599881475674e-02
9.400199490887814e-03,1.367095985458150e+00,2.281376422959516e-01,-2.086088319638524e-02
9.400227276320915e-03,1.079219860646075e+00,2.283356090076751e-01,1.964472699350406e-02
9.400259281713336e-03,1.353218188856467e+00,2.285637546128664e-01,-1.864017849388055e-02
9.400296584634971e-03,1.094569131933007e+00,2.288292298292940e-01,1.782624932379129e-02
9.400340542348248e-03,1.344914937032860e+00,2.291420440373895e-01,-1.715813708326852e-02
9.400392750518126e-03,1.107183785814533e+00,2.295129562362486e-01,1.662328097167709e-02
9.400455269785921e-03,1.343911618624174e+00,2.299567468228471e-01,-1.617897320268291e-02
9.400532839616142e-03,1.119147829239599e+00,2.305062932721021e-01,1.583855703578330e-02
9.400635624081910e-03,1.349015413043184e+00,2.312331613245433e-01,-1.557607416057039e-02
9.400779304764333e-03,1.133907987817613e+00,2.322461781294344e-01,1.540008010615601e-02
9.400996795137284e-03,1.367474591241540e+00,2.337731605962222e-01,-1.527393661475696e-02
9.401358917379133e-03,1.163006300688387e+00,2.362985833739369e-01,1.520751071273807e-02
9.402032566598191e-03,1.423215352184436e+00,2.409391830352009e-01,-1.516209140637326e-02
9.403032566598191e-03,1.243992883082518e+00,2.476962511971080e-01,1.514092308162684e-02
9.404032566598190e-03,1.532960262672377e+00,2.542916202641183e-01,-1.510683412380143e-02
9.405032566598189e-03,1.341291966435312e+00,2.607340315111328e-01,1.508410008534966e-02
9.406032566598188e-03,1.646331088342193e+00,2.670179399306488e-01,-1.504796380586981e-02
9.407032566598188e-03,1.439607722004685e+00,2.731533303858713e-01,1.502334343768119e-02
9.408032566598187e-03,1.765846462970486e+00,2.791320437358309e-01,-1.498451269516643e-02
9.409032566598186e-03,1.539260647698481e+00,2.849664205502175e-01,1.495742670900579e-02
9.410032566598186e-03,1.889337098744100e+00,2.906469266517480e-01,-1.491556686757711e-02
9.411032566598185e-03,1.640636129744715e+00,2.961869755629011e-01,1.488570671866807e-02
9.412032566598184e-03,2.020551896639899e+00,3.015739944430734e-01,-1.484005925193266e-02
9.413032566598183e-03,1.743960131745022e+00,3.068242484789760e-01,1.480669386832112e-02
9.414032566598183e-03,2.163140036351897e+00,3.119204310853593e-01,-1.475607116494082e-02
9.415032566598182e-03,1.851294024258719e+00,3.168824766243805e-01,1.471826754008365e-02
9.416032566598181e-03,2.323963504827249e+00,3.216859803701322e-01,-1.466085546668161e-02
9.417032566598180e-03,1.962046342529020e+00,3.263582974886101e-01,1.461673717582990e-02
9.418032566598180e-03,2.521687444410871e+00,3.308583680310126e-01,-1.454830582571454e-02
9.418157566598180e-03,2.240179468498784e+00,3.314154734961187e-01,-1.385806418952029e-04
9.418407566598180e-03,2.254047285965903e+00,3.325257297210950e-01,1.453358653957793e-04
9.418730109068966e-03,2.283269839851158e+00,3.339446730146150e-01,-1.342718087204986e-04
9.419085346789145e-03,2.305947837980801e+00,3.354898080615993e-01,1.420676498309348e-04
9.419795822229501e-03,2.368595845719852e+00,3.385237389854274e-01,-1.312677531384310e-04
9.420795822229501e-03,2.451198248571959e+00,3.426639992893713e-01,1.414159590762409e-04
9.421795822229500e-03,2.558259339216225e+00,3.466444580120925e-01,-1.281992504864604e-04
9.422795822229499e-03,2.674033106056214e+00,3.504511978183073e-01,1.425647353592296e-04
9.423795822229498e-03,2.891135050668938e+00,3.540323925011961e-01,-1.153987472957141e-04
9.424465697280403e-03,5.801836877588371e+00,3.553574297261961e-01,7.082870415864306e-04
9.425050000000001e-03,8.765378454697005e+00,3.547934753263120e-01,1.443326726047189e-04
9.425100000000000e-03,1.255068928862459e+01,3.545768040048966e-01,3.545768039797537e-01
9.425100785595107e-03,1.255249336890423e+01,3.545719128891836e-01,3.545719128640812e-01
9.425102356785318e-03,1.255266031845757e+01,3.545621306530101e-01,3.545621306278335e-01
9.425105499165741e-03,1.255233859323468e+01,3.545425671622700e-01,3.545425671370595e-01
9.425110042954987e-03,1.255241572297051e+01,3.545142812272957e-01,3.545142812020785e-01
